jd,wd,车辆类型,过车数量,年,月,日,卡口名称
116.03,36.37,小型汽车,46,2021,3,1,268卡口
116.03,36.37,大型汽车,6,2021,3,1,268卡口
116.03,36.37,小型普通客车,345,2021,3,1,268卡口
116.03,36.37,重型栏板货车,19,2021,3,1,268卡口
116.03,36.37,小型普通客车,339,2021,3,1,268卡口
116.03,36.37,重型栏板货车,14,2021,3,1,268卡口
116.03,36.37,小型普通客车,896,2021,3,1,268卡口
116.03,36.37,重型栏板货车,10,2021,3,1,268卡口
116.03,36.37,小型汽车,45,2021,3,2,268卡口
116.03,36.37,大型汽车,7,2021,3,2,268卡口
116.03,36.37,小型汽车,79,2021,3,2,268卡口
116.03,36.37,大型汽车,1,2021,3,2,268卡口
116.03,36.37,小型普通客车,282,2021,3,2,268卡口
116.03,36.37,重型栏板货车,17,2021,3,2,268卡口
116.03,36.37,小型普通客车,330,2021,3,2,268卡口
116.03,36.37,重型栏板货车,21,2021,3,2,268卡口
116.03,36.37,小型普通客车,898,2021,3,2,268卡口
116.03,36.37,重型栏板货车,10,2021,3,2,268卡口
116.03,36.37,小型汽车,47,2021,3,3,268卡口
116.03,36.37,大型汽车,5,2021,3,3,268卡口
116.03,36.37,小型汽车,90,2021,3,3,268卡口
116.03,36.37,大型汽车,1,2021,3,3,268卡口
116.03,36.37,小型普通客车,7,2021,3,3,268卡口
116.03,36.37,重型栏板货车,1,2021,3,3,268卡口
116.03,36.37,小型普通客车,281,2021,3,3,268卡口
116.03,36.37,重型栏板货车,20,2021,3,3,268卡口
116.03,36.37,小型普通客车,341,2021,3,3,268卡口
116.03,36.37,重型栏板货车,19,2021,3,3,268卡口
116.03,36.37,小型普通客车,893,2021,3,3,268卡口
116.03,36.37,重型栏板货车,10,2021,3,3,268卡口
116.03,36.37,小型汽车,32,2021,3,4,268卡口
116.03,36.37,大型汽车,1,2021,3,4,268卡口
116.03,36.37,小型汽车,45,2021,3,4,268卡口
116.03,36.37,大型汽车,1,2021,3,4,268卡口
116.03,36.37,小型普通客车,280,2021,3,4,268卡口
116.03,36.37,重型栏板货车,14,2021,3,4,268卡口
116.03,36.37,小型普通客车,368,2021,3,4,268卡口
116.03,36.37,重型栏板货车,13,2021,3,4,268卡口
116.03,36.37,小型普通客车,869,2021,3,4,268卡口
116.03,36.37,重型栏板货车,12,2021,3,4,268卡口
116.03,36.37,小型汽车,48,2021,3,5,268卡口
116.03,36.37,大型汽车,3,2021,3,5,268卡口
116.03,36.37,小型汽车,78,2021,3,5,268卡口
116.03,36.37,大型汽车,2,2021,3,5,268卡口
116.03,36.37,小型普通客车,316,2021,3,5,268卡口
116.03,36.37,重型栏板货车,13,2021,3,5,268卡口
116.03,36.37,小型普通客车,329,2021,3,5,268卡口
116.03,36.37,重型栏板货车,18,2021,3,5,268卡口
116.03,36.37,小型普通客车,856,2021,3,5,268卡口
116.03,36.37,重型栏板货车,10,2021,3,5,268卡口
116.03,36.37,小型汽车,33,2021,3,6,268卡口
116.03,36.37,大型汽车,1,2021,3,6,268卡口
116.03,36.37,小型汽车,46,2021,3,6,268卡口
116.03,36.37,大型汽车,1,2021,3,6,268卡口
116.03,36.37,小型普通客车,223,2021,3,6,268卡口
116.03,36.37,重型栏板货车,17,2021,3,6,268卡口
116.03,36.37,小型普通客车,338,2021,3,6,268卡口
116.03,36.37,重型栏板货车,15,2021,3,6,268卡口
116.03,36.37,小型普通客车,712,2021,3,6,268卡口
116.03,36.37,重型栏板货车,10,2021,3,6,268卡口
