jd,wd,车辆类型,过车数量,年,月,日,卡口名称
115.95,36.22,小型汽车,103,2021,3,1,155卡口
115.95,36.22,大型汽车,3,2021,3,1,155卡口
115.95,36.22,小型汽车,71,2021,3,1,155卡口
115.95,36.22,大型汽车,1,2021,3,1,155卡口
115.95,36.22,小型汽车,81,2021,3,1,155卡口
115.95,36.22,大型汽车,2,2021,3,1,155卡口
115.95,36.22,小型普通客车,13,2021,3,1,155卡口
115.95,36.22,重型栏板货车,1,2021,3,1,155卡口
115.95,36.22,小型普通客车,1277,2021,3,1,155卡口
115.95,36.22,重型栏板货车,23,2021,3,1,155卡口
115.95,36.22,小型普通客车,562,2021,3,1,155卡口
115.95,36.22,重型栏板货车,31,2021,3,1,155卡口
115.95,36.22,小型普通客车,648,2021,3,1,155卡口
115.95,36.22,重型栏板货车,23,2021,3,1,155卡口
115.95,36.22,大型汽车,2,2021,3,2,155卡口
115.95,36.22,小型汽车,2,2021,3,2,155卡口
115.95,36.22,小型汽车,88,2021,3,2,155卡口
115.95,36.22,大型汽车,1,2021,3,2,155卡口
115.95,36.22,小型汽车,81,2021,3,2,155卡口
115.95,36.22,大型汽车,2,2021,3,2,155卡口
115.95,36.22,小型普通客车,1224,2021,3,2,155卡口
115.95,36.22,重型栏板货车,20,2021,3,2,155卡口
115.95,36.22,小型普通客车,494,2021,3,2,155卡口
115.95,36.22,重型栏板货车,30,2021,3,2,155卡口
115.95,36.22,小型普通客车,702,2021,3,2,155卡口
115.95,36.22,重型栏板货车,21,2021,3,2,155卡口
115.95,36.22,大型汽车,4,2021,3,3,155卡口
115.95,36.22,小型汽车,4,2021,3,3,155卡口
115.95,36.22,小型汽车,90,2021,3,3,155卡口
115.95,36.22,大型汽车,2,2021,3,3,155卡口
115.95,36.22,小型汽车,86,2021,3,3,155卡口
115.95,36.22,大型汽车,1,2021,3,3,155卡口
115.95,36.22,小型普通客车,17,2021,3,3,155卡口
115.95,36.22,重型栏板货车,2,2021,3,3,155卡口
115.95,36.22,小型普通客车,1217,2021,3,3,155卡口
115.95,36.22,重型栏板货车,29,2021,3,3,155卡口
