jd,wd,车辆类型,过车数量,年,月,日,卡口名称
115.73,36.2,小型汽车,79,2021,3,1,26卡口
115.73,36.2,大型汽车,1,2021,3,1,26卡口
115.73,36.2,小型汽车,87,2021,3,1,26卡口
115.73,36.2,大型汽车,2,2021,3,1,26卡口
115.73,36.2,小型汽车,61,2021,3,1,26卡口
115.73,36.2,大型汽车,2,2021,3,1,26卡口
115.73,36.2,小型普通客车,1123,2021,3,1,26卡口
115.73,36.2,重型栏板货车,2,2021,3,1,26卡口
115.73,36.2,小型普通客车,573,2021,3,1,26卡口
115.73,36.2,重型栏板货车,6,2021,3,1,26卡口
115.73,36.2,小型普通客车,600,2021,3,1,26卡口
115.73,36.2,重型栏板货车,7,2021,3,1,26卡口
115.73,36.2,小型汽车,97,2021,3,2,26卡口
115.73,36.2,大型汽车,2,2021,3,2,26卡口
115.73,36.2,小型汽车,99,2021,3,2,26卡口
115.73,36.2,大型汽车,4,2021,3,2,26卡口
115.73,36.2,小型汽车,96,2021,3,2,26卡口
115.73,36.2,大型汽车,2,2021,3,2,26卡口
115.73,36.2,小型普通客车,3,2021,3,2,26卡口
115.73,36.2,重型栏板货车,1,2021,3,2,26卡口
115.73,36.2,小型普通客车,1126,2021,3,2,26卡口
115.73,36.2,重型栏板货车,2,2021,3,2,26卡口
115.73,36.2,小型普通客车,641,2021,3,2,26卡口
115.73,36.2,重型栏板货车,7,2021,3,2,26卡口
115.73,36.2,小型普通客车,658,2021,3,2,26卡口
115.73,36.2,重型栏板货车,7,2021,3,2,26卡口
115.73,36.2,小型汽车,2,2021,3,3,26卡口
115.73,36.2,大型汽车,1,2021,3,3,26卡口
115.73,36.2,小型汽车,94,2021,3,3,26卡口
115.73,36.2,大型汽车,6,2021,3,3,26卡口
115.73,36.2,小型汽车,75,2021,3,3,26卡口
115.73,36.2,大型汽车,3,2021,3,3,26卡口
115.73,36.2,小型普通客车,11,2021,3,3,26卡口
115.73,36.2,重型栏板货车,2,2021,3,3,26卡口
115.73,36.2,小型普通客车,1108,2021,3,3,26卡口
115.73,36.2,重型栏板货车,4,2021,3,3,26卡口
115.73,36.2,小型普通客车,580,2021,3,3,26卡口
115.73,36.2,重型栏板货车,4,2021,3,3,26卡口
115.73,36.2,小型普通客车,717,2021,3,3,26卡口
115.73,36.2,重型栏板货车,6,2021,3,3,26卡口
115.73,36.2,大型汽车,2,2021,3,4,26卡口
115.73,36.2,小型汽车,2,2021,3,4,26卡口
115.73,36.2,小型汽车,70,2021,3,4,26卡口
115.73,36.2,大型汽车,3,2021,3,4,26卡口
115.73,36.2,小型汽车,72,2021,3,4,26卡口
115.73,36.2,大型汽车,3,2021,3,4,26卡口
115.73,36.2,小型普通客车,14,2021,3,4,26卡口
115.73,36.2,重型栏板货车,1,2021,3,4,26卡口
115.73,36.2,小型普通客车,1141,2021,3,4,26卡口
115.73,36.2,重型栏板货车,4,2021,3,4,26卡口
115.73,36.2,小型普通客车,571,2021,3,4,26卡口
115.73,36.2,重型栏板货车,6,2021,3,4,26卡口
115.73,36.2,小型普通客车,718,2021,3,4,26卡口
115.73,36.2,重型栏板货车,11,2021,3,4,26卡口
115.73,36.2,小型汽车,4,2021,3,5,26卡口
115.73,36.2,大型汽车,2,2021,3,5,26卡口
115.73,36.2,小型汽车,103,2021,3,5,26卡口
115.73,36.2,大型汽车,3,2021,3,5,26卡口
115.73,36.2,小型汽车,97,2021,3,5,26卡口
115.73,36.2,大型汽车,2,2021,3,5,26卡口
115.73,36.2,小型汽车,124,2021,3,5,26卡口
115.73,36.2,大型汽车,2,2021,3,5,26卡口
115.73,36.2,小型普通客车,6,2021,3,5,26卡口
115.73,36.2,重型栏板货车,3,2021,3,5,26卡口
115.73,36.2,小型普通客车,1128,2021,3,5,26卡口
115.73,36.2,重型栏板货车,4,2021,3,5,26卡口
115.73,36.2,小型普通客车,577,2021,3,5,26卡口
115.73,36.2,重型栏板货车,7,2021,3,5,26卡口
115.73,36.2,小型普通客车,767,2021,3,5,26卡口
115.73,36.2,重型栏板货车,6,2021,3,5,26卡口
115.73,36.2,小型汽车,19,2021,3,6,26卡口
115.73,36.2,大型汽车,2,2021,3,6,26卡口
115.73,36.2,小型汽车,53,2021,3,6,26卡口
115.73,36.2,大型汽车,2,2021,3,6,26卡口
115.73,36.2,小型汽车,69,2021,3,6,26卡口
115.73,36.2,大型汽车,1,2021,3,6,26卡口
115.73,36.2,小型普通客车,355,2021,3,6,26卡口
115.73,36.2,重型栏板货车,2,2021,3,6,26卡口
115.73,36.2,小型普通客车,622,2021,3,6,26卡口
115.73,36.2,重型栏板货车,9,2021,3,6,26卡口
115.73,36.2,小型汽车,54,2021,3,7,26卡口
115.73,36.2,大型汽车,1,2021,3,7,26卡口
115.73,36.2,小型汽车,84,2021,3,7,26卡口
115.73,36.2,大型汽车,7,2021,3,7,26卡口
115.73,36.2,小型汽车,73,2021,3,7,26卡口
115.73,36.2,大型汽车,1,2021,3,7,26卡口
115.73,36.2,小型普通客车,796,2021,3,7,26卡口
115.73,36.2,重型栏板货车,3,2021,3,7,26卡口
115.73,36.2,小型普通客车,570,2021,3,7,26卡口
115.73,36.2,重型栏板货车,5,2021,3,7,26卡口
115.73,36.2,小型普通客车,662,2021,3,7,26卡口
115.73,36.2,重型栏板货车,8,2021,3,7,26卡口
115.73,36.2,小型汽车,79,2021,3,8,26卡口
115.73,36.2,大型汽车,2,2021,3,8,26卡口
115.73,36.2,小型汽车,71,2021,3,8,26卡口
115.73,36.2,大型汽车,4,2021,3,8,26卡口
115.73,36.2,小型普通客车,1118,2021,3,8,26卡口
115.73,36.2,重型栏板货车,7,2021,3,8,26卡口
115.73,36.2,小型普通客车,575,2021,3,8,26卡口
115.73,36.2,重型栏板货车,10,2021,3,8,26卡口
115.73,36.2,小型普通客车,697,2021,3,8,26卡口
115.73,36.2,重型栏板货车,7,2021,3,8,26卡口
115.73,36.2,小型汽车,65,2021,3,9,26卡口
115.73,36.2,大型汽车,1,2021,3,9,26卡口
115.73,36.2,小型汽车,101,2021,3,9,26卡口
115.73,36.2,大型汽车,2,2021,3,9,26卡口
115.73,36.2,小型汽车,84,2021,3,9,26卡口
115.73,36.2,大型汽车,1,2021,3,9,26卡口
115.73,36.2,小型普通客车,1144,2021,3,9,26卡口
115.73,36.2,重型栏板货车,4,2021,3,9,26卡口
115.73,36.2,小型普通客车,546,2021,3,9,26卡口
115.73,36.2,重型栏板货车,9,2021,3,9,26卡口
115.73,36.2,小型普通客车,738,2021,3,9,26卡口
115.73,36.2,重型栏板货车,6,2021,3,9,26卡口
115.73,36.2,小型汽车,98,2021,3,10,26卡口
115.73,36.2,大型汽车,2,2021,3,10,26卡口
115.73,36.2,小型汽车,88,2021,3,10,26卡口
115.73,36.2,大型汽车,1,2021,3,10,26卡口
115.73,36.2,小型汽车,80,2021,3,10,26卡口
115.73,36.2,大型汽车,2,2021,3,10,26卡口
115.73,36.2,小型普通客车,7,2021,3,10,26卡口
115.73,36.2,重型栏板货车,1,2021,3,10,26卡口
115.73,36.2,小型普通客车,1109,2021,3,10,26卡口
115.73,36.2,重型栏板货车,13,2021,3,10,26卡口
115.73,36.2,小型普通客车,547,2021,3,10,26卡口
115.73,36.2,重型栏板货车,8,2021,3,10,26卡口
115.73,36.2,小型普通客车,692,2021,3,10,26卡口
115.73,36.2,重型栏板货车,10,2021,3,10,26卡口
115.73,36.2,小型汽车,80,2021,3,11,26卡口
115.73,36.2,大型汽车,3,2021,3,11,26卡口
115.73,36.2,小型汽车,77,2021,3,11,26卡口
115.73,36.2,大型汽车,4,2021,3,11,26卡口
115.73,36.2,小型汽车,69,2021,3,11,26卡口
115.73,36.2,大型汽车,1,2021,3,11,26卡口
115.73,36.2,小型普通客车,1014,2021,3,11,26卡口
115.73,36.2,重型栏板货车,6,2021,3,11,26卡口
115.73,36.2,小型普通客车,543,2021,3,11,26卡口
115.73,36.2,重型栏板货车,10,2021,3,11,26卡口
115.73,36.2,小型普通客车,523,2021,3,11,26卡口
115.73,36.2,重型栏板货车,6,2021,3,11,26卡口
115.73,36.2,大型汽车,1,2021,3,12,26卡口
115.73,36.2,小型汽车,1,2021,3,12,26卡口
115.73,36.2,小型汽车,98,2021,3,12,26卡口
115.73,36.2,大型汽车,1,2021,3,12,26卡口
115.73,36.2,小型汽车,92,2021,3,12,26卡口
115.73,36.2,大型汽车,1,2021,3,12,26卡口
115.73,36.2,小型普通客车,1139,2021,3,12,26卡口
115.73,36.2,重型栏板货车,6,2021,3,12,26卡口
115.73,36.2,小型普通客车,599,2021,3,12,26卡口
115.73,36.2,重型栏板货车,11,2021,3,12,26卡口
115.73,36.2,小型普通客车,787,2021,3,12,26卡口
115.73,36.2,重型栏板货车,11,2021,3,12,26卡口
115.73,36.2,小型汽车,3,2021,3,13,26卡口
115.73,36.2,大型汽车,1,2021,3,13,26卡口
115.73,36.2,小型汽车,86,2021,3,13,26卡口
115.73,36.2,大型汽车,1,2021,3,13,26卡口
115.73,36.2,小型汽车,86,2021,3,13,26卡口
115.73,36.2,大型汽车,3,2021,3,13,26卡口
115.73,36.2,小型汽车,71,2021,3,13,26卡口
115.73,36.2,大型汽车,1,2021,3,13,26卡口
115.73,36.2,小型普通客车,890,2021,3,13,26卡口
115.73,36.2,重型栏板货车,9,2021,3,13,26卡口
115.73,36.2,小型普通客车,635,2021,3,13,26卡口
115.73,36.2,重型栏板货车,5,2021,3,13,26卡口
115.73,36.2,小型普通客车,655,2021,3,13,26卡口
115.73,36.2,重型栏板货车,8,2021,3,13,26卡口
115.73,36.2,小型汽车,69,2021,3,14,26卡口
115.73,36.2,大型汽车,2,2021,3,14,26卡口
115.73,36.2,小型汽车,72,2021,3,14,26卡口
115.73,36.2,大型汽车,1,2021,3,14,26卡口
115.73,36.2,小型汽车,81,2021,3,14,26卡口
115.73,36.2,大型汽车,1,2021,3,14,26卡口
115.73,36.2,小型普通客车,803,2021,3,14,26卡口
115.73,36.2,重型栏板货车,14,2021,3,14,26卡口
115.73,36.2,小型普通客车,572,2021,3,14,26卡口
115.73,36.2,重型栏板货车,4,2021,3,14,26卡口
115.73,36.2,小型普通客车,712,2021,3,14,26卡口
115.73,36.2,重型栏板货车,6,2021,3,14,26卡口
115.73,36.2,小型汽车,95,2021,3,15,26卡口
115.73,36.2,大型汽车,3,2021,3,15,26卡口
115.73,36.2,小型汽车,82,2021,3,15,26卡口
115.73,36.2,大型汽车,3,2021,3,15,26卡口
115.73,36.2,小型普通客车,12,2021,3,15,26卡口
115.73,36.2,重型栏板货车,1,2021,3,15,26卡口
115.73,36.2,小型普通客车,1159,2021,3,15,26卡口
115.73,36.2,重型栏板货车,8,2021,3,15,26卡口
115.73,36.2,小型普通客车,621,2021,3,15,26卡口
115.73,36.2,重型栏板货车,8,2021,3,15,26卡口
115.73,36.2,小型普通客车,685,2021,3,15,26卡口
115.73,36.2,重型栏板货车,5,2021,3,15,26卡口
115.73,36.2,小型汽车,3,2021,3,16,26卡口
115.73,36.2,大型汽车,1,2021,3,16,26卡口
115.73,36.2,小型汽车,88,2021,3,16,26卡口
115.73,36.2,大型汽车,1,2021,3,16,26卡口
115.73,36.2,小型汽车,74,2021,3,16,26卡口
115.73,36.2,大型汽车,4,2021,3,16,26卡口
115.73,36.2,小型普通客车,9,2021,3,16,26卡口
115.73,36.2,重型栏板货车,2,2021,3,16,26卡口
115.73,36.2,小型普通客车,1147,2021,3,16,26卡口
115.73,36.2,重型栏板货车,7,2021,3,16,26卡口
115.73,36.2,小型普通客车,537,2021,3,16,26卡口
115.73,36.2,重型栏板货车,3,2021,3,16,26卡口
115.73,36.2,小型普通客车,726,2021,3,16,26卡口
115.73,36.2,重型栏板货车,9,2021,3,16,26卡口
115.73,36.2,大型汽车,2,2021,3,17,26卡口
115.73,36.2,小型汽车,2,2021,3,17,26卡口
