jd,wd,车辆类型,过车数量,年,月,日,卡口名称
115.96,36.44,小型汽车,22,2021,4,1,175卡口
115.96,36.44,大型汽车,1,2021,4,1,175卡口
115.96,36.44,小型汽车,97,2021,4,1,175卡口
115.96,36.44,大型汽车,13,2021,4,1,175卡口
115.96,36.44,中型轿车,73,2021,4,1,175卡口
115.96,36.44,大型普通客车,6,2021,4,1,175卡口
115.96,36.44,其它,1,2021,4,1,175卡口
115.96,36.44,中型轿车,626,2021,4,1,175卡口
115.96,36.44,大型普通客车,23,2021,4,1,175卡口
115.96,36.44,其它,6,2021,4,1,175卡口
115.96,36.44,大型汽车,11,2021,4,2,175卡口
115.96,36.44,小型汽车,1,2021,4,2,175卡口
115.96,36.44,小型汽车,93,2021,4,2,175卡口
115.96,36.44,大型汽车,9,2021,4,2,175卡口
115.96,36.44,小型汽车,120,2021,4,2,175卡口
115.96,36.44,大型汽车,14,2021,4,2,175卡口
115.96,36.44,小型汽车,133,2021,4,2,175卡口
115.96,36.44,大型汽车,14,2021,4,2,175卡口
115.96,36.44,大型普通客车,20,2021,4,2,175卡口
115.96,36.44,中型轿车,10,2021,4,2,175卡口
115.96,36.44,中型轿车,725,2021,4,2,175卡口
115.96,36.44,大型普通客车,32,2021,4,2,175卡口
115.96,36.44,其它,12,2021,4,2,175卡口
115.96,36.44,中型轿车,518,2021,4,2,175卡口
115.96,36.44,大型普通客车,31,2021,4,2,175卡口
115.96,36.44,其它,5,2021,4,2,175卡口
115.96,36.44,中型轿车,843,2021,4,2,175卡口
115.96,36.44,大型普通客车,26,2021,4,2,175卡口
115.96,36.44,其它,9,2021,4,2,175卡口
115.96,36.44,大型汽车,12,2021,4,3,175卡口
115.96,36.44,小型汽车,7,2021,4,3,175卡口
115.96,36.44,小型汽车,136,2021,4,3,175卡口
115.96,36.44,大型汽车,12,2021,4,3,175卡口
115.96,36.44,小型汽车,203,2021,4,3,175卡口
115.96,36.44,大型汽车,15,2021,4,3,175卡口
115.96,36.44,小型汽车,167,2021,4,3,175卡口
115.96,36.44,大型汽车,15,2021,4,3,175卡口
115.96,36.44,中型轿车,8,2021,4,3,175卡口
115.96,36.44,大型普通客车,6,2021,4,3,175卡口
115.96,36.44,中型轿车,847,2021,4,3,175卡口
115.96,36.44,大型普通客车,27,2021,4,3,175卡口
115.96,36.44,其它,11,2021,4,3,175卡口
115.96,36.44,中型轿车,1130,2021,4,3,175卡口
115.96,36.44,大型普通客车,16,2021,4,3,175卡口
115.96,36.44,其它,11,2021,4,3,175卡口
115.96,36.44,中型轿车,912,2021,4,3,175卡口
115.96,36.44,大型普通客车,17,2021,4,3,175卡口
115.96,36.44,其它,13,2021,4,3,175卡口
115.96,36.44,大型汽车,10,2021,4,4,175卡口
115.96,36.44,小型汽车,4,2021,4,4,175卡口
115.96,36.44,小型汽车,202,2021,4,4,175卡口
115.96,36.44,大型汽车,4,2021,4,4,175卡口
115.96,36.44,小型汽车,134,2021,4,4,175卡口
