jd,wd,车辆类型,过车数量,年,月,日,卡口名称
116.01,36.55,大型汽车,1,2021,3,1,249卡口
116.01,36.55,小型汽车,1,2021,3,1,249卡口
116.01,36.55,小型汽车,88,2021,3,1,249卡口
116.01,36.55,大型汽车,3,2021,3,1,249卡口
116.01,36.55,小型汽车,49,2021,3,1,249卡口
116.01,36.55,大型汽车,1,2021,3,1,249卡口
116.01,36.55,小型汽车,29,2021,3,1,249卡口
116.01,36.55,大型汽车,4,2021,3,1,249卡口
116.01,36.55,小型普通客车,1208,2021,3,1,249卡口
116.01,36.55,重型栏板货车,35,2021,3,1,249卡口
116.01,36.55,小型普通客车,404,2021,3,1,249卡口
116.01,36.55,重型栏板货车,35,2021,3,1,249卡口
116.01,36.55,小型普通客车,315,2021,3,1,249卡口
116.01,36.55,重型栏板货车,24,2021,3,1,249卡口
116.01,36.55,小型汽车,54,2021,3,2,249卡口
116.01,36.55,大型汽车,10,2021,3,2,249卡口
116.01,36.55,小型汽车,39,2021,3,2,249卡口
116.01,36.55,大型汽车,4,2021,3,2,249卡口
116.01,36.55,小型普通客车,1094,2021,3,2,249卡口
116.01,36.55,重型栏板货车,31,2021,3,2,249卡口
116.01,36.55,小型普通客车,339,2021,3,2,249卡口
116.01,36.55,重型栏板货车,36,2021,3,2,249卡口
116.01,36.55,小型普通客车,354,2021,3,2,249卡口
116.01,36.55,重型栏板货车,24,2021,3,2,249卡口
116.01,36.55,大型汽车,2,2021,3,3,249卡口
116.01,36.55,小型汽车,1,2021,3,3,249卡口
116.01,36.55,小型汽车,68,2021,3,3,249卡口
116.01,36.55,大型汽车,2,2021,3,3,249卡口
116.01,36.55,小型汽车,48,2021,3,3,249卡口
116.01,36.55,大型汽车,4,2021,3,3,249卡口
116.01,36.55,小型汽车,31,2021,3,3,249卡口
116.01,36.55,大型汽车,2,2021,3,3,249卡口
116.01,36.55,小型普通客车,1077,2021,3,3,249卡口
116.01,36.55,重型栏板货车,28,2021,3,3,249卡口
116.01,36.55,小型普通客车,388,2021,3,3,249卡口
116.01,36.55,重型栏板货车,33,2021,3,3,249卡口
116.01,36.55,小型普通客车,332,2021,3,3,249卡口
116.01,36.55,重型栏板货车,24,2021,3,3,249卡口
116.01,36.55,小型汽车,4,2021,3,4,249卡口
116.01,36.55,大型汽车,3,2021,3,4,249卡口
116.01,36.55,小型汽车,76,2021,3,4,249卡口
116.01,36.55,大型汽车,2,2021,3,4,249卡口
116.01,36.55,小型汽车,42,2021,3,4,249卡口
116.01,36.55,大型汽车,2,2021,3,4,249卡口
116.01,36.55,小型汽车,43,2021,3,4,249卡口
116.01,36.55,大型汽车,3,2021,3,4,249卡口
116.01,36.55,小型普通客车,1072,2021,3,4,249卡口
116.01,36.55,重型栏板货车,29,2021,3,4,249卡口
116.01,36.55,小型普通客车,347,2021,3,4,249卡口
116.01,36.55,重型栏板货车,36,2021,3,4,249卡口
116.01,36.55,小型普通客车,329,2021,3,4,249卡口
116.01,36.55,重型栏板货车,21,2021,3,4,249卡口
116.01,36.55,小型汽车,66,2021,3,5,249卡口
116.01,36.55,大型汽车,1,2021,3,5,249卡口
116.01,36.55,小型汽车,42,2021,3,5,249卡口
116.01,36.55,大型汽车,6,2021,3,5,249卡口
116.01,36.55,小型汽车,42,2021,3,5,249卡口
116.01,36.55,大型汽车,6,2021,3,5,249卡口
116.01,36.55,小型普通客车,18,2021,3,5,249卡口
116.01,36.55,重型栏板货车,1,2021,3,5,249卡口
116.01,36.55,小型普通客车,1022,2021,3,5,249卡口
116.01,36.55,重型栏板货车,29,2021,3,5,249卡口
116.01,36.55,小型普通客车,342,2021,3,5,249卡口
116.01,36.55,重型栏板货车,36,2021,3,5,249卡口
116.01,36.55,小型普通客车,334,2021,3,5,249卡口
116.01,36.55,重型栏板货车,25,2021,3,5,249卡口
116.01,36.55,小型汽车,59,2021,3,6,249卡口
116.01,36.55,大型汽车,1,2021,3,6,249卡口
116.01,36.55,小型汽车,48,2021,3,6,249卡口
116.01,36.55,大型汽车,3,2021,3,6,249卡口
116.01,36.55,小型汽车,36,2021,3,6,249卡口
116.01,36.55,大型汽车,2,2021,3,6,249卡口
116.01,36.55,小型普通客车,13,2021,3,6,249卡口
116.01,36.55,重型栏板货车,2,2021,3,6,249卡口
116.01,36.55,小型普通客车,925,2021,3,6,249卡口
116.01,36.55,重型栏板货车,30,2021,3,6,249卡口
116.01,36.55,小型普通客车,348,2021,3,6,249卡口
116.01,36.55,重型栏板货车,43,2021,3,6,249卡口
116.01,36.55,小型普通客车,256,2021,3,6,249卡口
116.01,36.55,重型栏板货车,23,2021,3,6,249卡口
116.01,36.55,大型汽车,4,2021,3,7,249卡口
116.01,36.55,小型汽车,3,2021,3,7,249卡口
116.01,36.55,小型汽车,49,2021,3,7,249卡口
116.01,36.55,大型汽车,2,2021,3,7,249卡口
116.01,36.55,小型汽车,51,2021,3,7,249卡口
116.01,36.55,大型汽车,7,2021,3,7,249卡口
116.01,36.55,小型汽车,33,2021,3,7,249卡口
116.01,36.55,大型汽车,2,2021,3,7,249卡口
116.01,36.55,小型普通客车,648,2021,3,7,249卡口
116.01,36.55,重型栏板货车,25,2021,3,7,249卡口
116.01,36.55,小型普通客车,344,2021,3,7,249卡口
116.01,36.55,重型栏板货车,35,2021,3,7,249卡口
116.01,36.55,小型普通客车,312,2021,3,7,249卡口
116.01,36.55,重型栏板货车,28,2021,3,7,249卡口
116.01,36.55,小型汽车,2,2021,3,8,249卡口
116.01,36.55,大型汽车,1,2021,3,8,249卡口
116.01,36.55,小型汽车,91,2021,3,8,249卡口
116.01,36.55,大型汽车,4,2021,3,8,249卡口
116.01,36.55,小型汽车,52,2021,3,8,249卡口
116.01,36.55,大型汽车,5,2021,3,8,249卡口
116.01,36.55,小型汽车,37,2021,3,8,249卡口
116.01,36.55,大型汽车,2,2021,3,8,249卡口
116.01,36.55,小型普通客车,16,2021,3,8,249卡口
116.01,36.55,重型栏板货车,1,2021,3,8,249卡口
116.01,36.55,小型普通客车,1086,2021,3,8,249卡口
116.01,36.55,重型栏板货车,28,2021,3,8,249卡口
116.01,36.55,小型普通客车,352,2021,3,8,249卡口
116.01,36.55,重型栏板货车,40,2021,3,8,249卡口
116.01,36.55,小型普通客车,308,2021,3,8,249卡口
116.01,36.55,重型栏板货车,21,2021,3,8,249卡口
116.01,36.55,小型汽车,3,2021,3,9,249卡口
116.01,36.55,大型汽车,2,2021,3,9,249卡口
116.01,36.55,小型汽车,47,2021,3,9,249卡口
116.01,36.55,大型汽车,7,2021,3,9,249卡口
116.01,36.55,小型汽车,30,2021,3,9,249卡口
116.01,36.55,大型汽车,2,2021,3,9,249卡口
116.01,36.55,小型普通客车,1039,2021,3,9,249卡口
116.01,36.55,重型栏板货车,25,2021,3,9,249卡口
116.01,36.55,小型普通客车,335,2021,3,9,249卡口
116.01,36.55,重型栏板货车,34,2021,3,9,249卡口
116.01,36.55,小型普通客车,317,2021,3,9,249卡口
116.01,36.55,重型栏板货车,18,2021,3,9,249卡口
116.01,36.55,小型汽车,4,2021,3,10,249卡口
116.01,36.55,大型汽车,1,2021,3,10,249卡口
116.01,36.55,小型汽车,76,2021,3,10,249卡口
116.01,36.55,大型汽车,4,2021,3,10,249卡口
116.01,36.55,小型汽车,46,2021,3,10,249卡口
116.01,36.55,大型汽车,2,2021,3,10,249卡口
116.01,36.55,小型汽车,40,2021,3,10,249卡口
116.01,36.55,大型汽车,4,2021,3,10,249卡口
116.01,36.55,小型普通客车,23,2021,3,10,249卡口
116.01,36.55,重型栏板货车,1,2021,3,10,249卡口
116.01,36.55,小型普通客车,1070,2021,3,10,249卡口
