jd,wd,车辆类型,过车数量,年,月,日,卡口名称
115.89,36.51,小型汽车,2,2021,3,1,113卡口
115.89,36.51,大型汽车,1,2021,3,1,113卡口
115.89,36.51,小型普通客车,10,2021,3,1,113卡口
115.89,36.51,重型栏板货车,2,2021,3,1,113卡口
115.89,36.51,小型普通客车,394,2021,3,1,113卡口
115.89,36.51,重型栏板货车,17,2021,3,1,113卡口
115.89,36.51,小型普通客车,376,2021,3,1,113卡口
115.89,36.51,重型栏板货车,16,2021,3,1,113卡口
115.89,36.51,小型普通客车,661,2021,3,1,113卡口
115.89,36.51,重型栏板货车,6,2021,3,1,113卡口
115.89,36.51,大型汽车,2,2021,3,2,113卡口
115.89,36.51,小型汽车,1,2021,3,2,113卡口
115.89,36.51,小型汽车,43,2021,3,2,113卡口
115.89,36.51,大型汽车,1,2021,3,2,113卡口
115.89,36.51,小型汽车,61,2021,3,2,113卡口
115.89,36.51,大型汽车,2,2021,3,2,113卡口
115.89,36.51,小型普通客车,26,2021,3,2,113卡口
115.89,36.51,重型栏板货车,2,2021,3,2,113卡口
115.89,36.51,小型普通客车,376,2021,3,2,113卡口
115.89,36.51,重型栏板货车,15,2021,3,2,113卡口
115.89,36.51,小型普通客车,378,2021,3,2,113卡口
115.89,36.51,重型栏板货车,18,2021,3,2,113卡口
115.89,36.51,小型普通客车,678,2021,3,2,113卡口
115.89,36.51,重型栏板货车,8,2021,3,2,113卡口
115.89,36.51,小型汽车,3,2021,3,3,113卡口
115.89,36.51,大型汽车,2,2021,3,3,113卡口
115.89,36.51,小型汽车,56,2021,3,3,113卡口
115.89,36.51,大型汽车,2,2021,3,3,113卡口
115.89,36.51,小型汽车,74,2021,3,3,113卡口
115.89,36.51,大型汽车,1,2021,3,3,113卡口
115.89,36.51,小型普通客车,29,2021,3,3,113卡口
115.89,36.51,重型栏板货车,5,2021,3,3,113卡口
115.89,36.51,小型普通客车,352,2021,3,3,113卡口
115.89,36.51,重型栏板货车,18,2021,3,3,113卡口
115.89,36.51,小型普通客车,375,2021,3,3,113卡口
115.89,36.51,重型栏板货车,17,2021,3,3,113卡口
115.89,36.51,小型普通客车,648,2021,3,3,113卡口
115.89,36.51,重型栏板货车,3,2021,3,3,113卡口
115.89,36.51,小型汽车,42,2021,3,4,113卡口
115.89,36.51,大型汽车,1,2021,3,4,113卡口
115.89,36.51,小型汽车,77,2021,3,4,113卡口
115.89,36.51,大型汽车,2,2021,3,4,113卡口
115.89,36.51,小型普通客车,25,2021,3,4,113卡口
115.89,36.51,重型栏板货车,5,2021,3,4,113卡口
115.89,36.51,小型普通客车,351,2021,3,4,113卡口
115.89,36.51,重型栏板货车,21,2021,3,4,113卡口
115.89,36.51,小型普通客车,352,2021,3,4,113卡口
115.89,36.51,重型栏板货车,23,2021,3,4,113卡口
115.89,36.51,小型普通客车,672,2021,3,4,113卡口
115.89,36.51,重型栏板货车,5,2021,3,4,113卡口
115.89,36.51,小型汽车,5,2021,3,5,113卡口
115.89,36.51,大型汽车,1,2021,3,5,113卡口
