jd,wd,车辆类型,过车数量,年,月,日,卡口名称
115.9,36.2,大型汽车,44,2021,3,1,117卡口
115.9,36.2,小型汽车,4,2021,3,1,117卡口
115.9,36.2,小型汽车,108,2021,3,1,117卡口
115.9,36.2,大型汽车,61,2021,3,1,117卡口
115.9,36.2,小型汽车,133,2021,3,1,117卡口
115.9,36.2,大型汽车,80,2021,3,1,117卡口
115.9,36.2,小型汽车,116,2021,3,1,117卡口
115.9,36.2,大型汽车,77,2021,3,1,117卡口
115.9,36.2,小型普通客车,17,2021,3,1,117卡口
115.9,36.2,重型栏板货车,14,2021,3,1,117卡口
115.9,36.2,小型普通客车,1013,2021,3,1,117卡口
115.9,36.2,重型栏板货车,67,2021,3,1,117卡口
115.9,36.2,小型普通客车,875,2021,3,1,117卡口
115.9,36.2,重型栏板货车,84,2021,3,1,117卡口
115.9,36.2,小型普通客车,845,2021,3,1,117卡口
115.9,36.2,重型栏板货车,89,2021,3,1,117卡口
115.9,36.2,大型汽车,47,2021,3,2,117卡口
115.9,36.2,小型汽车,10,2021,3,2,117卡口
115.9,36.2,小型汽车,132,2021,3,2,117卡口
115.9,36.2,大型汽车,70,2021,3,2,117卡口
115.9,36.2,小型汽车,179,2021,3,2,117卡口
115.9,36.2,大型汽车,90,2021,3,2,117卡口
115.9,36.2,小型汽车,125,2021,3,2,117卡口
115.9,36.2,大型汽车,84,2021,3,2,117卡口
115.9,36.2,重型栏板货车,20,2021,3,2,117卡口
115.9,36.2,小型普通客车,13,2021,3,2,117卡口
115.9,36.2,小型普通客车,1032,2021,3,2,117卡口
115.9,36.2,重型栏板货车,100,2021,3,2,117卡口
115.9,36.2,小型普通客车,900,2021,3,2,117卡口
115.9,36.2,重型栏板货车,104,2021,3,2,117卡口
115.9,36.2,小型普通客车,1115,2021,3,2,117卡口
115.9,36.2,重型栏板货车,119,2021,3,2,117卡口
115.9,36.2,大型汽车,65,2021,3,3,117卡口
115.9,36.2,小型汽车,5,2021,3,3,117卡口
115.9,36.2,小型汽车,111,2021,3,3,117卡口
115.9,36.2,大型汽车,87,2021,3,3,117卡口
115.9,36.2,小型汽车,167,2021,3,3,117卡口
115.9,36.2,大型汽车,96,2021,3,3,117卡口
115.9,36.2,小型汽车,121,2021,3,3,117卡口
115.9,36.2,大型汽车,96,2021,3,3,117卡口
115.9,36.2,重型栏板货车,27,2021,3,3,117卡口
115.9,36.2,小型普通客车,14,2021,3,3,117卡口
115.9,36.2,小型普通客车,1036,2021,3,3,117卡口
115.9,36.2,重型栏板货车,89,2021,3,3,117卡口
115.9,36.2,小型普通客车,808,2021,3,3,117卡口
115.9,36.2,重型栏板货车,88,2021,3,3,117卡口
115.9,36.2,小型普通客车,1075,2021,3,3,117卡口
115.9,36.2,重型栏板货车,122,2021,3,3,117卡口
115.9,36.2,大型汽车,63,2021,3,4,117卡口
115.9,36.2,小型汽车,7,2021,3,4,117卡口
115.9,36.2,小型汽车,112,2021,3,4,117卡口
