jd,wd,车辆类型,过车数量,年,月,日,卡口名称
116.02,36.54,小型汽车,16,2021,3,1,260卡口
116.02,36.54,大型汽车,2,2021,3,1,260卡口
116.02,36.54,小型汽车,19,2021,3,1,260卡口
116.02,36.54,大型汽车,15,2021,3,1,260卡口
116.02,36.54,大型汽车,17,2021,3,1,260卡口
116.02,36.54,小型汽车,17,2021,3,1,260卡口
116.02,36.54,小型普通客车,233,2021,3,1,260卡口
116.02,36.54,重型栏板货车,7,2021,3,1,260卡口
116.02,36.54,其它,1,2021,3,1,260卡口
116.02,36.54,小型普通客车,172,2021,3,1,260卡口
116.02,36.54,重型栏板货车,11,2021,3,1,260卡口
116.02,36.54,其它,6,2021,3,1,260卡口
116.02,36.54,小型普通客车,175,2021,3,1,260卡口
116.02,36.54,重型栏板货车,6,2021,3,1,260卡口
116.02,36.54,其它,4,2021,3,1,260卡口
116.02,36.54,小型汽车,18,2021,3,2,260卡口
116.02,36.54,大型汽车,2,2021,3,2,260卡口
116.02,36.54,小型汽车,28,2021,3,2,260卡口
116.02,36.54,大型汽车,5,2021,3,2,260卡口
116.02,36.54,大型汽车,19,2021,3,2,260卡口
116.02,36.54,小型汽车,15,2021,3,2,260卡口
116.02,36.54,小型普通客车,193,2021,3,2,260卡口
116.02,36.54,重型栏板货车,6,2021,3,2,260卡口
116.02,36.54,其它,1,2021,3,2,260卡口
116.02,36.54,小型普通客车,143,2021,3,2,260卡口
116.02,36.54,重型栏板货车,6,2021,3,2,260卡口
116.02,36.54,其它,6,2021,3,2,260卡口
116.02,36.54,小型普通客车,186,2021,3,2,260卡口
116.02,36.54,重型栏板货车,10,2021,3,2,260卡口
116.02,36.54,其它,4,2021,3,2,260卡口
116.02,36.54,小型汽车,15,2021,3,3,260卡口
116.02,36.54,大型汽车,2,2021,3,3,260卡口
116.02,36.54,小型汽车,23,2021,3,3,260卡口
116.02,36.54,大型汽车,15,2021,3,3,260卡口
116.02,36.54,大型汽车,17,2021,3,3,260卡口
116.02,36.54,小型汽车,10,2021,3,3,260卡口
116.02,36.54,小型普通客车,191,2021,3,3,260卡口
116.02,36.54,重型栏板货车,4,2021,3,3,260卡口
116.02,36.54,其它,4,2021,3,3,260卡口
116.02,36.54,小型普通客车,169,2021,3,3,260卡口
116.02,36.54,重型栏板货车,8,2021,3,3,260卡口
116.02,36.54,其它,2,2021,3,3,260卡口
116.02,36.54,小型普通客车,163,2021,3,3,260卡口
116.02,36.54,重型栏板货车,10,2021,3,3,260卡口
116.02,36.54,其它,6,2021,3,3,260卡口
116.02,36.54,小型汽车,19,2021,3,4,260卡口
116.02,36.54,大型汽车,3,2021,3,4,260卡口
116.02,36.54,小型汽车,24,2021,3,4,260卡口
116.02,36.54,大型汽车,8,2021,3,4,260卡口
116.02,36.54,大型汽车,22,2021,3,4,260卡口
116.02,36.54,小型汽车,16,2021,3,4,260卡口
116.02,36.54,小型普通客车,2,2021,3,4,260卡口
116.02,36.54,重型栏板货车,1,2021,3,4,260卡口
116.02,36.54,小型普通客车,207,2021,3,4,260卡口
116.02,36.54,重型栏板货车,1,2021,3,4,260卡口
116.02,36.54,其它,1,2021,3,4,260卡口
116.02,36.54,小型普通客车,157,2021,3,4,260卡口
116.02,36.54,重型栏板货车,9,2021,3,4,260卡口
116.02,36.54,其它,5,2021,3,4,260卡口
116.02,36.54,普通二轮摩托车,1,2021,3,4,260卡口
116.02,36.54,小型普通客车,161,2021,3,4,260卡口
116.02,36.54,重型栏板货车,7,2021,3,4,260卡口
116.02,36.54,其它,4,2021,3,4,260卡口
116.02,36.54,小型汽车,13,2021,3,5,260卡口
116.02,36.54,大型汽车,1,2021,3,5,260卡口
116.02,36.54,小型汽车,28,2021,3,5,260卡口
116.02,36.54,大型汽车,7,2021,3,5,260卡口
116.02,36.54,小型汽车,13,2021,3,5,260卡口
116.02,36.54,大型汽车,11,2021,3,5,260卡口
116.02,36.54,小型普通客车,200,2021,3,5,260卡口
116.02,36.54,其它,4,2021,3,5,260卡口
116.02,36.54,重型栏板货车,3,2021,3,5,260卡口
116.02,36.54,小型普通客车,185,2021,3,5,260卡口
116.02,36.54,重型栏板货车,51,2021,3,5,260卡口
116.02,36.54,其它,7,2021,3,5,260卡口
116.02,36.54,小型普通客车,165,2021,3,5,260卡口
116.02,36.54,重型栏板货车,12,2021,3,5,260卡口
116.02,36.54,其它,4,2021,3,5,260卡口
116.02,36.54,小型汽车,11,2021,3,6,260卡口
116.02,36.54,大型汽车,9,2021,3,6,260卡口
116.02,36.54,小型汽车,14,2021,3,6,260卡口
116.02,36.54,大型汽车,5,2021,3,6,260卡口
116.02,36.54,小型普通客车,33,2021,3,6,260卡口
116.02,36.54,重型栏板货车,2,2021,3,6,260卡口
116.02,36.54,小型普通客车,97,2021,3,6,260卡口
116.02,36.54,重型栏板货车,5,2021,3,6,260卡口
116.02,36.54,其它,5,2021,3,6,260卡口
116.02,36.54,小型普通客车,157,2021,3,6,260卡口
116.02,36.54,重型栏板货车,4,2021,3,6,260卡口
116.02,36.54,普通二轮摩托车,1,2021,3,6,260卡口
116.02,36.54,其它,1,2021,3,6,260卡口
116.02,36.54,小型汽车,13,2021,3,7,260卡口
116.02,36.54,大型汽车,3,2021,3,7,260卡口
116.02,36.54,小型汽车,15,2021,3,7,260卡口
116.02,36.54,大型汽车,9,2021,3,7,260卡口
116.02,36.54,大型汽车,11,2021,3,7,260卡口
116.02,36.54,小型汽车,11,2021,3,7,260卡口
116.02,36.54,小型普通客车,104,2021,3,7,260卡口
116.02,36.54,其它,5,2021,3,7,260卡口
116.02,36.54,重型栏板货车,3,2021,3,7,260卡口
116.02,36.54,小型普通客车,130,2021,3,7,260卡口
116.02,36.54,其它,8,2021,3,7,260卡口
116.02,36.54,重型栏板货车,3,2021,3,7,260卡口
116.02,36.54,小型普通客车,118,2021,3,7,260卡口
116.02,36.54,重型栏板货车,6,2021,3,7,260卡口
116.02,36.54,其它,6,2021,3,7,260卡口
116.02,36.54,普通二轮摩托车,1,2021,3,7,260卡口
116.02,36.54,小型汽车,8,2021,3,8,260卡口
116.02,36.54,大型汽车,1,2021,3,8,260卡口
116.02,36.54,小型汽车,24,2021,3,8,260卡口
116.02,36.54,大型汽车,6,2021,3,8,260卡口
116.02,36.54,大型汽车,15,2021,3,8,260卡口
116.02,36.54,小型汽车,13,2021,3,8,260卡口
116.02,36.54,小型普通客车,185,2021,3,8,260卡口
116.02,36.54,重型栏板货车,1,2021,3,8,260卡口
116.02,36.54,其它,1,2021,3,8,260卡口
116.02,36.54,小型普通客车,144,2021,3,8,260卡口
116.02,36.54,重型栏板货车,10,2021,3,8,260卡口
116.02,36.54,其它,3,2021,3,8,260卡口
116.02,36.54,普通二轮摩托车,1,2021,3,8,260卡口
116.02,36.54,小型普通客车,157,2021,3,8,260卡口
116.02,36.54,重型栏板货车,10,2021,3,8,260卡口
116.02,36.54,其它,4,2021,3,8,260卡口
116.02,36.54,小型汽车,14,2021,3,9,260卡口
116.02,36.54,大型汽车,2,2021,3,9,260卡口
116.02,36.54,小型汽车,26,2021,3,9,260卡口
116.02,36.54,大型汽车,12,2021,3,9,260卡口
116.02,36.54,小型汽车,13,2021,3,9,260卡口
116.02,36.54,大型汽车,9,2021,3,9,260卡口
116.02,36.54,重型栏板货车,1,2021,3,9,260卡口
116.02,36.54,小型普通客车,1,2021,3,9,260卡口
116.02,36.54,小型普通客车,191,2021,3,9,260卡口
116.02,36.54,重型栏板货车,3,2021,3,9,260卡口
116.02,36.54,其它,3,2021,3,9,260卡口
116.02,36.54,小型普通客车,167,2021,3,9,260卡口
116.02,36.54,重型栏板货车,6,2021,3,9,260卡口
116.02,36.54,其它,2,2021,3,9,260卡口
116.02,36.54,小型普通客车,176,2021,3,9,260卡口
116.02,36.54,重型栏板货车,17,2021,3,9,260卡口
116.02,36.54,其它,6,2021,3,9,260卡口
116.02,36.54,普通二轮摩托车,1,2021,3,9,260卡口
116.02,36.54,小型汽车,16,2021,3,10,260卡口
116.02,36.54,大型汽车,1,2021,3,10,260卡口
116.02,36.54,小型汽车,16,2021,3,10,260卡口
116.02,36.54,大型汽车,13,2021,3,10,260卡口
116.02,36.54,大型汽车,16,2021,3,10,260卡口
116.02,36.54,小型汽车,10,2021,3,10,260卡口
116.02,36.54,小型普通客车,205,2021,3,10,260卡口
116.02,36.54,重型栏板货车,3,2021,3,10,260卡口
116.02,36.54,其它,1,2021,3,10,260卡口
116.02,36.54,小型普通客车,171,2021,3,10,260卡口
116.02,36.54,重型栏板货车,11,2021,3,10,260卡口
116.02,36.54,其它,5,2021,3,10,260卡口
116.02,36.54,小型普通客车,168,2021,3,10,260卡口
116.02,36.54,重型栏板货车,20,2021,3,10,260卡口
116.02,36.54,其它,5,2021,3,10,260卡口
116.02,36.54,普通二轮摩托车,1,2021,3,10,260卡口
116.02,36.54,小型汽车,17,2021,3,11,260卡口
116.02,36.54,大型汽车,6,2021,3,11,260卡口
116.02,36.54,小型汽车,18,2021,3,11,260卡口
116.02,36.54,大型汽车,7,2021,3,11,260卡口
116.02,36.54,小型汽车,10,2021,3,11,260卡口
116.02,36.54,大型汽车,7,2021,3,11,260卡口
116.02,36.54,小型普通客车,212,2021,3,11,260卡口
116.02,36.54,重型栏板货车,4,2021,3,11,260卡口
116.02,36.54,其它,2,2021,3,11,260卡口
116.02,36.54,小型普通客车,155,2021,3,11,260卡口
116.02,36.54,重型栏板货车,11,2021,3,11,260卡口
116.02,36.54,其它,5,2021,3,11,260卡口
116.02,36.54,小型普通客车,158,2021,3,11,260卡口
116.02,36.54,重型栏板货车,5,2021,3,11,260卡口
116.02,36.54,其它,3,2021,3,11,260卡口
116.02,36.54,小型汽车,27,2021,3,12,260卡口
116.02,36.54,大型汽车,5,2021,3,12,260卡口
116.02,36.54,大型汽车,16,2021,3,12,260卡口
116.02,36.54,小型汽车,9,2021,3,12,260卡口
116.02,36.54,小型普通客车,229,2021,3,12,260卡口
116.02,36.54,重型栏板货车,5,2021,3,12,260卡口
116.02,36.54,其它,3,2021,3,12,260卡口
116.02,36.54,小型普通客车,163,2021,3,12,260卡口
116.02,36.54,其它,7,2021,3,12,260卡口
116.02,36.54,重型栏板货车,4,2021,3,12,260卡口
116.02,36.54,小型普通客车,170,2021,3,12,260卡口
116.02,36.54,重型栏板货车,13,2021,3,12,260卡口
116.02,36.54,其它,5,2021,3,12,260卡口
116.02,36.54,小型汽车,14,2021,3,13,260卡口
116.02,36.54,大型汽车,5,2021,3,13,260卡口
116.02,36.54,小型汽车,24,2021,3,13,260卡口
116.02,36.54,大型汽车,16,2021,3,13,260卡口
116.02,36.54,小型汽车,7,2021,3,13,260卡口
116.02,36.54,大型汽车,4,2021,3,13,260卡口
116.02,36.54,小型普通客车,2,2021,3,13,260卡口
116.02,36.54,其它,1,2021,3,13,260卡口
116.02,36.54,小型普通客车,135,2021,3,13,260卡口
116.02,36.54,重型栏板货车,10,2021,3,13,260卡口
116.02,36.54,小型普通客车,143,2021,3,13,260卡口
116.02,36.54,重型栏板货车,7,2021,3,13,260卡口
116.02,36.54,其它,4,2021,3,13,260卡口
116.02,36.54,小型普通客车,127,2021,3,13,260卡口
116.02,36.54,其它,5,2021,3,13,260卡口
116.02,36.54,重型栏板货车,3,2021,3,13,260卡口
116.02,36.54,小型汽车,13,2021,3,14,260卡口
116.02,36.54,大型汽车,2,2021,3,14,260卡口
116.02,36.54,小型汽车,12,2021,3,14,260卡口
116.02,36.54,大型汽车,9,2021,3,14,260卡口
116.02,36.54,大型汽车,10,2021,3,14,260卡口
116.02,36.54,小型汽车,6,2021,3,14,260卡口
116.02,36.54,小型普通客车,120,2021,3,14,260卡口
116.02,36.54,重型栏板货车,2,2021,3,14,260卡口
116.02,36.54,其它,1,2021,3,14,260卡口
116.02,36.54,小型普通客车,118,2021,3,14,260卡口
116.02,36.54,重型栏板货车,5,2021,3,14,260卡口
116.02,36.54,其它,3,2021,3,14,260卡口
116.02,36.54,小型普通客车,125,2021,3,14,260卡口
116.02,36.54,重型栏板货车,6,2021,3,14,260卡口
116.02,36.54,其它,4,2021,3,14,260卡口
116.02,36.54,小型汽车,21,2021,3,15,260卡口
116.02,36.54,大型汽车,1,2021,3,15,260卡口
116.02,36.54,小型汽车,29,2021,3,15,260卡口
116.02,36.54,大型汽车,6,2021,3,15,260卡口
116.02,36.54,小型汽车,12,2021,3,15,260卡口
116.02,36.54,大型汽车,9,2021,3,15,260卡口
116.02,36.54,小型普通客车,196,2021,3,15,260卡口
116.02,36.54,重型栏板货车,4,2021,3,15,260卡口
116.02,36.54,其它,2,2021,3,15,260卡口
116.02,36.54,小型普通客车,167,2021,3,15,260卡口
116.02,36.54,重型栏板货车,8,2021,3,15,260卡口
116.02,36.54,其它,1,2021,3,15,260卡口
116.02,36.54,小型普通客车,165,2021,3,15,260卡口
116.02,36.54,重型栏板货车,12,2021,3,15,260卡口
116.02,36.54,小型汽车,20,2021,3,16,260卡口
116.02,36.54,大型汽车,1,2021,3,16,260卡口
116.02,36.54,小型汽车,30,2021,3,16,260卡口
116.02,36.54,大型汽车,13,2021,3,16,260卡口
116.02,36.54,小型汽车,18,2021,3,16,260卡口
116.02,36.54,大型汽车,12,2021,3,16,260卡口
116.02,36.54,小型普通客车,180,2021,3,16,260卡口
116.02,36.54,重型栏板货车,2,2021,3,16,260卡口
116.02,36.54,其它,1,2021,3,16,260卡口
116.02,36.54,小型普通客车,156,2021,3,16,260卡口
116.02,36.54,重型栏板货车,4,2021,3,16,260卡口
116.02,36.54,其它,2,2021,3,16,260卡口
116.02,36.54,小型普通客车,169,2021,3,16,260卡口
116.02,36.54,重型栏板货车,9,2021,3,16,260卡口
116.02,36.54,其它,3,2021,3,16,260卡口
116.02,36.54,普通二轮摩托车,1,2021,3,16,260卡口
116.02,36.54,小型汽车,25,2021,3,17,260卡口
116.02,36.54,大型汽车,6,2021,3,17,260卡口
116.02,36.54,小型汽车,19,2021,3,17,260卡口
116.02,36.54,大型汽车,5,2021,3,17,260卡口
116.02,36.54,小型汽车,14,2021,3,17,260卡口
116.02,36.54,大型汽车,10,2021,3,17,260卡口
116.02,36.54,小型普通客车,187,2021,3,17,260卡口
116.02,36.54,其它,3,2021,3,17,260卡口
116.02,36.54,重型栏板货车,2,2021,3,17,260卡口
116.02,36.54,小型普通客车,126,2021,3,17,260卡口
116.02,36.54,重型栏板货车,5,2021,3,17,260卡口
116.02,36.54,其它,3,2021,3,17,260卡口
116.02,36.54,小型普通客车,155,2021,3,17,260卡口
116.02,36.54,重型栏板货车,11,2021,3,17,260卡口
