jd,wd,车辆类型,过车数量,年,月,日,卡口名称
116.09,36.11,小型汽车,14,2021,3,1,318卡口
116.09,36.11,大型汽车,3,2021,3,1,318卡口
116.09,36.11,大型汽车,30,2021,3,1,318卡口
116.09,36.11,小型汽车,27,2021,3,1,318卡口
116.09,36.11,大型汽车,19,2021,3,1,318卡口
116.09,36.11,小型汽车,16,2021,3,1,318卡口
116.09,36.11,小型普通客车,124,2021,3,1,318卡口
116.09,36.11,重型栏板货车,7,2021,3,1,318卡口
116.09,36.11,小型普通客车,209,2021,3,1,318卡口
116.09,36.11,重型栏板货车,11,2021,3,1,318卡口
116.09,36.11,其它,1,2021,3,1,318卡口
116.09,36.11,小型普通客车,195,2021,3,1,318卡口
116.09,36.11,重型栏板货车,15,2021,3,1,318卡口
116.09,36.11,其它,2,2021,3,1,318卡口
116.09,36.11,大型汽车,9,2021,3,2,318卡口
116.09,36.11,小型汽车,9,2021,3,2,318卡口
116.09,36.11,小型汽车,22,2021,3,2,318卡口
116.09,36.11,大型汽车,21,2021,3,2,318卡口
116.09,36.11,小型汽车,19,2021,3,2,318卡口
116.09,36.11,大型汽车,17,2021,3,2,318卡口
116.09,36.11,小型普通客车,130,2021,3,2,318卡口
116.09,36.11,重型栏板货车,10,2021,3,2,318卡口
116.09,36.11,小型普通客车,225,2021,3,2,318卡口
116.09,36.11,重型栏板货车,19,2021,3,2,318卡口
116.09,36.11,其它,3,2021,3,2,318卡口
116.09,36.11,普通二轮摩托车,1,2021,3,2,318卡口
116.09,36.11,小型普通客车,164,2021,3,2,318卡口
116.09,36.11,重型栏板货车,19,2021,3,2,318卡口
116.09,36.11,其它,2,2021,3,2,318卡口
116.09,36.11,小型汽车,14,2021,3,3,318卡口
116.09,36.11,大型汽车,2,2021,3,3,318卡口
116.09,36.11,小型汽车,25,2021,3,3,318卡口
116.09,36.11,大型汽车,19,2021,3,3,318卡口
116.09,36.11,大型汽车,25,2021,3,3,318卡口
116.09,36.11,小型汽车,15,2021,3,3,318卡口
116.09,36.11,小型普通客车,124,2021,3,3,318卡口
116.09,36.11,重型栏板货车,14,2021,3,3,318卡口
116.09,36.11,小型普通客车,172,2021,3,3,318卡口
116.09,36.11,重型栏板货车,17,2021,3,3,318卡口
116.09,36.11,其它,1,2021,3,3,318卡口
116.09,36.11,小型普通客车,198,2021,3,3,318卡口
116.09,36.11,重型栏板货车,11,2021,3,3,318卡口
116.09,36.11,普通二轮摩托车,1,2021,3,3,318卡口
116.09,36.11,其它,1,2021,3,3,318卡口
116.09,36.11,大型汽车,7,2021,3,4,318卡口
116.09,36.11,小型汽车,7,2021,3,4,318卡口
116.09,36.11,小型汽车,24,2021,3,4,318卡口
116.09,36.11,大型汽车,15,2021,3,4,318卡口
116.09,36.11,小型汽车,21,2021,3,4,318卡口
116.09,36.11,大型汽车,15,2021,3,4,318卡口
116.09,36.11,小型普通客车,117,2021,3,4,318卡口
116.09,36.11,重型栏板货车,15,2021,3,4,318卡口
