jd,wd,车辆类型,过车数量,年,月,日,卡口名称
116.21,36.45,大型汽车,11,2021,3,1,370卡口
116.21,36.45,小型汽车,1,2021,3,1,370卡口
116.21,36.45,小型汽车,71,2021,3,1,370卡口
116.21,36.45,大型汽车,25,2021,3,1,370卡口
116.21,36.45,小型汽车,78,2021,3,1,370卡口
116.21,36.45,大型汽车,55,2021,3,1,370卡口
116.21,36.45,小型汽车,64,2021,3,1,370卡口
116.21,36.45,大型汽车,41,2021,3,1,370卡口
116.21,36.45,重型栏板货车,5,2021,3,1,370卡口
116.21,36.45,小型普通客车,5,2021,3,1,370卡口
116.21,36.45,小型普通客车,646,2021,3,1,370卡口
116.21,36.45,重型栏板货车,15,2021,3,1,370卡口
116.21,36.45,其它,3,2021,3,1,370卡口
116.21,36.45,小型普通客车,460,2021,3,1,370卡口
116.21,36.45,重型栏板货车,81,2021,3,1,370卡口
116.21,36.45,其它,3,2021,3,1,370卡口
116.21,36.45,普通二轮摩托车,1,2021,3,1,370卡口
116.21,36.45,小型普通客车,454,2021,3,1,370卡口
116.21,36.45,重型栏板货车,59,2021,3,1,370卡口
116.21,36.45,其它,2,2021,3,1,370卡口
116.21,36.45,大型汽车,34,2021,3,2,370卡口
116.21,36.45,小型汽车,6,2021,3,2,370卡口
116.21,36.45,小型汽车,61,2021,3,2,370卡口
116.21,36.45,大型汽车,26,2021,3,2,370卡口
116.21,36.45,小型汽车,94,2021,3,2,370卡口
116.21,36.45,大型汽车,79,2021,3,2,370卡口
116.21,36.45,小型汽车,83,2021,3,2,370卡口
116.21,36.45,大型汽车,47,2021,3,2,370卡口
116.21,36.45,重型栏板货车,8,2021,3,2,370卡口
116.21,36.45,小型普通客车,6,2021,3,2,370卡口
116.21,36.45,小型普通客车,602,2021,3,2,370卡口
116.21,36.45,重型栏板货车,21,2021,3,2,370卡口
116.21,36.45,其它,6,2021,3,2,370卡口
116.21,36.45,小型普通客车,434,2021,3,2,370卡口
116.21,36.45,重型栏板货车,100,2021,3,2,370卡口
116.21,36.45,其它,3,2021,3,2,370卡口
116.21,36.45,普通二轮摩托车,1,2021,3,2,370卡口
116.21,36.45,小型普通客车,470,2021,3,2,370卡口
116.21,36.45,重型栏板货车,78,2021,3,2,370卡口
116.21,36.45,其它,4,2021,3,2,370卡口
116.21,36.45,大型汽车,31,2021,3,3,370卡口
116.21,36.45,小型汽车,3,2021,3,3,370卡口
116.21,36.45,小型汽车,65,2021,3,3,370卡口
116.21,36.45,大型汽车,36,2021,3,3,370卡口
116.21,36.45,大型汽车,95,2021,3,3,370卡口
116.21,36.45,小型汽车,94,2021,3,3,370卡口
116.21,36.45,小型汽车,60,2021,3,3,370卡口
116.21,36.45,大型汽车,45,2021,3,3,370卡口
116.21,36.45,小型普通客车,11,2021,3,3,370卡口
116.21,36.45,重型栏板货车,5,2021,3,3,370卡口
116.21,36.45,小型普通客车,587,2021,3,3,370卡口
116.21,36.45,重型栏板货车,31,2021,3,3,370卡口
116.21,36.45,其它,2,2021,3,3,370卡口
116.21,36.45,普通二轮摩托车,1,2021,3,3,370卡口
116.21,36.45,小型普通客车,407,2021,3,3,370卡口
116.21,36.45,重型栏板货车,87,2021,3,3,370卡口
116.21,36.45,其它,3,2021,3,3,370卡口
116.21,36.45,普通二轮摩托车,1,2021,3,3,370卡口
116.21,36.45,小型普通客车,399,2021,3,3,370卡口
116.21,36.45,重型栏板货车,88,2021,3,3,370卡口
116.21,36.45,其它,7,2021,3,3,370卡口
116.21,36.45,普通二轮摩托车,1,2021,3,3,370卡口
116.21,36.45,大型汽车,31,2021,3,4,370卡口
116.21,36.45,小型汽车,7,2021,3,4,370卡口
116.21,36.45,小型汽车,60,2021,3,4,370卡口
116.21,36.45,大型汽车,47,2021,3,4,370卡口
116.21,36.45,小型汽车,88,2021,3,4,370卡口
116.21,36.45,大型汽车,87,2021,3,4,370卡口
116.21,36.45,小型汽车,92,2021,3,4,370卡口
116.21,36.45,大型汽车,47,2021,3,4,370卡口
116.21,36.45,小型普通客车,9,2021,3,4,370卡口
116.21,36.45,重型栏板货车,6,2021,3,4,370卡口
116.21,36.45,小型普通客车,589,2021,3,4,370卡口
116.21,36.45,重型栏板货车,30,2021,3,4,370卡口
116.21,36.45,其它,2,2021,3,4,370卡口
116.21,36.45,小型普通客车,429,2021,3,4,370卡口
116.21,36.45,重型栏板货车,65,2021,3,4,370卡口
116.21,36.45,小型普通客车,440,2021,3,4,370卡口
116.21,36.45,重型栏板货车,73,2021,3,4,370卡口
116.21,36.45,其它,6,2021,3,4,370卡口
116.21,36.45,大型汽车,35,2021,3,5,370卡口
116.21,36.45,小型汽车,7,2021,3,5,370卡口
116.21,36.45,小型汽车,47,2021,3,5,370卡口
116.21,36.45,大型汽车,25,2021,3,5,370卡口
116.21,36.45,大型汽车,84,2021,3,5,370卡口
116.21,36.45,小型汽车,84,2021,3,5,370卡口
116.21,36.45,小型汽车,101,2021,3,5,370卡口
116.21,36.45,大型汽车,52,2021,3,5,370卡口
116.21,36.45,小型普通客车,15,2021,3,5,370卡口
116.21,36.45,重型栏板货车,13,2021,3,5,370卡口
116.21,36.45,其它,2,2021,3,5,370卡口
116.21,36.45,小型普通客车,567,2021,3,5,370卡口
116.21,36.45,重型栏板货车,23,2021,3,5,370卡口
116.21,36.45,其它,2,2021,3,5,370卡口
116.21,36.45,普通二轮摩托车,1,2021,3,5,370卡口
116.21,36.45,小型普通客车,433,2021,3,5,370卡口
116.21,36.45,重型栏板货车,79,2021,3,5,370卡口
116.21,36.45,其它,2,2021,3,5,370卡口
116.21,36.45,普通二轮摩托车,1,2021,3,5,370卡口
116.21,36.45,小型普通客车,529,2021,3,5,370卡口
