站点,SO2,NO2,CO,O3,PM10,PM2.5
九州社区,15.930671296296296,34.220486111111114,0.7488541666666667,65.97847222222222,105.32488425925926,52.66238425925926
凤凰苑,14.390786156314462,33.7462754985102,0.7990831996332799,65.27355030942013,140.4879669951868,79.27824891129957
区政府,14.5160587290663,32.885294792383576,0.7557696719431063,69.97373250745584,111.20084881853636,50.597384721266344
华润纺织,17.304448029499884,35.702466005992164,0.7252131827610048,65.05681032495967,110.23058308365982,52.0372205577322
海关,12.297545308557009,33.42452397338839,0.8331039229181005,69.25235145675613,124.29788942417986,52.458820830465704
监控中心,13.64722158173853,33.16854968872492,0.9605602951348858,62.084390131427256,111.9852432557067,46.21132118976251
聊城开发区,13.079334098737084,35.71171067738232,0.8098507462686567,67.19988518943742,136.5369690011481,47.65154994259472
聊大东校,13.407364787111623,33.32439585730725,0.7114729574223245,65.31403912543153,113.00345224395858,52.230379746835446
