年,月,日,时,气温,风向,风速,降水量,天气现象,日期,AQI,质量等级,PM2.5,PM10,CO,NO2,SO2,O3
2021,4,14,10,16.6,159,3.1,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,11,18.4,210,1.9,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,12,19.3,197,1.6,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,13,20,274,0.8,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,14,20.4,288,1.6,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,15,21,299,1.5,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,16,20.8,209,2.2,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,17,19.3,211,2.1,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,18,18.7,240,1.6,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,19,17.6,184,1.5,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,20,17.2,192,2.2,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,21,16.5,179,2.9,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,22,15.8,180,2.5,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,14,23,15.3,164,3.2,0,晴,2021/4/14,72,良,58,43,64,28,0.7,28
2021,4,15,0,14.8,189,1.9,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,1,14.4,176,2.2,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,2,13.9,164,3.5,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,3,13.3,173,4.5,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,4,12.9,158,3.2,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,5,12.5,161,3.4,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,6,11.8,167,2.8,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,7,12.4,173,4,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,8,13.2,182,4.7,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,9,14.6,170,3.5,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,10,17.1,185,4.3,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,11,18.2,219,5.3,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,12,19.3,197,2.9,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,13,19.9,168,4.3,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,14,20.5,140,3,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,15,21,167,2.4,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,16,20.8,162,1.8,0,霾，雨,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,17,21.2,214,3.1,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,18,20.8,186,2.3,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,19,20.5,229,2.4,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,20,20.3,237,0.8,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,21,20.3,317,1.3,0,晴,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,22,19.6,314,0.8,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,15,23,18.1,305,0.6,0,霾,2021/4/15,118,轻度污染,5,117,43,8,1.4,50
2021,4,16,0,17.1,331,0.8,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,1,15.8,355,1.5,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,2,14.6,319,1,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,3,14,296,1,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,4,13.3,84,0.8,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,5,12.6,217,0.5,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,6,11.6,0,0,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,7,12.8,39,0.7,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,8,14.8,107,1,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,9,15.8,157,1.8,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,10,18,82,1.6,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,11,20,189,2.2,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,12,20,206,2.2,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,13,20.9,201,3.8,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,14,21.7,223,3.2,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,15,21.4,222,3.7,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,16,21.3,250,3,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,17,20.9,291,0.8,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,18,20.6,353,0.9,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,19,18.6,342,3.3,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,20,17.5,300,1.3,0,霾,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,21,17.1,5,1.1,0,晴,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,22,16.7,8,1.2,0,晴,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,16,23,15.8,355,1.3,0,晴,2021/4/16,500,严重污染,120,58,59,80,0.7,41
2021,4,17,0,14.7,78,0.9,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,1,12.8,305,0.7,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,2,11.4,333,0.4,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,3,11.9,336,0.8,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,4,11.7,308,1,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,5,10.4,294,0.4,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,6,10,276,0.9,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,7,10.9,320,1.2,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,8,11.9,322,1.1,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,9,13.5,308,1.4,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,10,14.7,325,1.5,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,11,16.1,339,1.5,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,12,17.1,274,1.5,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,13,17.3,317,1.3,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,14,17.6,297,1.5,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,15,18.6,310,1.3,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,16,18.4,338,1.4,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,17,17.6,348,2.3,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,18,17,123,1.1,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,19,15.2,83,0.5,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,20,15,49,0.8,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,21,14,201,1,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,22,13.5,93,0.7,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,17,23,13.3,186,1.5,0,晴,2021/4/17,66,良,10,64,12,56,1.5,50
2021,4,18,0,12.9,209,1.1,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,1,13,257,1.4,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,2,12.7,198,1.7,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,3,11.3,112,0.7,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,4,11.2,75,1.1,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,5,11.4,182,0.6,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,6,11.4,126,1.4,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,7,12.9,178,1.3,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,8,14.5,209,2.1,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,9,15.8,212,2.3,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,10,18.1,170,3.1,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,11,20.3,171,3.3,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,12,21.2,245,2.5,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,13,22.8,176,2.2,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,14,23.7,229,2.6,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,15,23.2,216,2.4,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,16,22.3,216,3.7,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,17,22.1,189,3,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,18,21,178,4.1,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,19,19.8,193,2.7,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,20,18.9,167,2.7,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,21,17.9,163,2.5,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,22,17.4,164,2.3,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,18,23,16.5,180,2.5,0,晴,2021/4/18,77,良,103,39,15,34,0.6,88
2021,4,19,0,15.8,169,3.3,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,1,15.5,157,2.9,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,2,15.1,186,2.8,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,3,14.4,230,1.2,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,4,13.9,150,1.6,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,5,13.2,356,1.3,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,6,13.1,130,1.8,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,7,13.6,93,1.4,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,8,15.3,204,3,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,9,16.5,220,3,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,10,18.8,128,1.2,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,11,21.1,215,3.7,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,12,23,199,2.3,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,13,24.3,145,1.5,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,14,25.4,84,2.3,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,15,25.3,178,3.1,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,16,25.4,178,1.9,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,17,24.8,194,2,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,18,24.4,182,1.4,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,19,23.1,90,1.3,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,20,21.8,29,0.4,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,21,21.4,222,1,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,22,20.6,174,1.2,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,19,23,19.6,117,1.6,0,晴,2021/4/19,83,良,87,58,69,30,1.2,24
2021,4,20,0,19.3,156,1.6,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,1,18.8,117,1.2,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,2,18.3,324,0.9,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,3,17.7,92,1,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,4,17.2,83,1,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,5,17,84,1,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,6,16.3,110,0.9,0,轻雾,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,7,16.9,104,1.1,0,轻雾,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,8,17.9,271,1.3,0,轻雾,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,9,18.3,238,1.2,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,10,18.3,240,0.7,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,11,18,125,0.8,0,雨,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,12,17.8,186,2.7,0,雨,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,13,17.7,159,2.8,0,雨,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,14,17.7,44,0.7,0,雨,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,15,17.9,162,1.4,0,雨,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,16,16.9,101,1.3,0,雨,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,17,17.4,113,0.9,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,18,17.7,92,1.1,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,19,17.8,109,1.5,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,20,17.6,122,1.2,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,21,17.8,92,1.4,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,22,17.5,22,0.6,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,20,23,17.3,0,0,0,晴,2021/4/20,70,良,35,10,110,94,0.5,70
2021,4,21,0,17.5,291,0.4,0,晴,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,1,16.8,324,0.6,0,晴,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,2,16.6,24,0.6,0,晴,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,3,15.9,0,0,0.1,雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,4,15.1,216,1.2,0,雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,5,15.6,330,0.9,0,雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,6,15.1,358,0.7,0,雨，轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,7,15.5,356,0.6,0,雨，轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,8,16.1,5,0.7,0,雨，轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,9,16.3,148,1.2,0,雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,10,16.4,69,1.2,0.1,雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,11,14.1,89,0.6,0.2,雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,12,13.8,46,1,0.4,雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,13,16,143,1.2,0,雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,14,16.1,35,1,0,晴,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,15,17.8,114,1.5,0,晴,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,16,17.2,73,1.3,0,轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,17,16.6,122,2,0,轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,18,15.3,116,0.9,0,轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,19,14.3,70,1.2,0,轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,20,13.2,27,0.5,0.3,雨，轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,21,12.8,111,0.7,0.1,雨，轻雾,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,22,13,116,0.8,0.1,雨，轻雾，毛毛雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,21,23,13,82,0.6,0.4,雨，轻雾，毛毛雨,2021/4/21,54,良,28,68,7,104,0,86
2021,4,22,0,13.1,318,0.9,0,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,1,12.9,0,0,0,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,2,13.1,0,0,1.1,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,3,12.9,318,0.5,0.5,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,4,12.7,316,0.8,0.2,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,5,12.5,328,1.3,3.5,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,6,12.2,329,1.1,3.1,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,7,12.4,340,1,1.2,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,8,12.5,324,0.6,0.2,雨，轻雾，毛毛雨,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,9,13.4,313,0.9,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,10,14.9,315,0.9,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,11,17,352,1.1,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,12,17.9,333,1.5,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,13,17.9,343,1.6,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,14,18.2,20,0.6,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,15,17.9,350,1.2,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,16,18.3,327,1,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,17,17.9,335,1.2,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,18,17.4,138,0.8,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,19,16.3,0,0,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,20,15.1,75,0.5,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,21,14.5,321,0.5,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,22,13.5,311,0.9,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,22,23,12.7,280,0.4,0,轻雾,2021/4/22,65,良,35,118,25,110,0.7,88
2021,4,23,0,12.4,321,0.6,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,1,11.7,99,0.7,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,2,11.1,318,0.4,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,3,10.8,301,0.5,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,4,10.7,0,0,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,5,11,347,1.5,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,6,11,345,1.5,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,7,11.5,1,1.1,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,8,12.2,332,1.9,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,9,13.7,4,3,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,10,14.5,337,1.8,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,11,14.9,318,1.2,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,12,14.9,273,0.7,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,13,15.6,333,2.7,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,14,16,353,1,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,15,15.9,322,1.8,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,16,15.4,1,2,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,17,15.5,319,1.5,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,18,15.2,346,2,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,19,13.7,326,2,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,20,13.2,2,2.8,0,轻雾,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,21,13.2,308,1.6,0,晴,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,22,13.1,322,1.2,0,晴,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,23,23,12.9,346,1.3,0,晴,2021/4/23,46,优,28,61,103,117,0.2,86
2021,4,24,0,12.5,304,1.5,0,晴,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,1,12.5,327,1.6,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,2,12.3,304,1.6,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,3,12.2,345,1.5,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,4,12.4,330,1.4,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,5,12.4,241,1.6,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,6,12.6,345,1.2,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,7,13,258,0.9,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,8,13.5,355,1.7,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,9,14.8,272,0.7,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,10,15.7,321,1,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,11,17,328,1.6,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,12,18.3,84,2.6,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,13,18.9,328,2.3,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,14,18.1,287,1.1,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,15,18.2,310,1.5,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,16,18,327,2.8,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,17,17.3,300,2.3,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,18,16.9,290,0.8,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,19,16.7,318,1.3,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,20,16,281,1.3,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,21,15.3,323,1.5,0,晴,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,22,14.5,298,1.3,0,晴,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,24,23,14.1,334,1.2,0,轻雾,2021/4/24,60,良,56,72,5,2,0.6,19
2021,4,25,0,13.5,336,1.2,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,1,13.3,315,1.2,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,2,13.4,355,1.7,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,3,13.2,44,0.9,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,4,12.9,234,0.5,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,5,12.9,327,1,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,6,12.8,126,0.8,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,7,13.1,94,1.2,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,8,13.8,84,2.4,0,轻雾,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,9,14.8,335,1.7,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,10,15,320,2,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,11,15.3,356,1,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,12,16,346,1.1,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,13,15.4,342,2,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,14,16,354,1.8,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,15,16.4,336,1.9,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,16,16.5,299,1.2,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,17,16.6,9,0.8,0,晴,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,18,16.2,26,0.6,0,雨,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,19,15.3,335,1.7,0.1,雨,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,20,15.2,332,1.4,0,雨,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,21,14.9,89,0.8,0,雨,2021/4/25,57,良,117,115,80,112,1.6,116
2021,4,25,22,13.7,315,0.9,0,雨,2021/4/25,57,良,117,115,80,112,1.6,116
