年,月,日,时,气温,风向,风速,降水量,天气现象,日期,AQI,质量等级,PM2.5,PM10,CO,NO2,SO2,O3
2020,8,1,0,27.9,141,1.6,0,晴,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,1,27.4,177,0.8,0,晴,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,2,27.2,145,1.1,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,3,26.9,184,1.3,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,4,27,176,1.3,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,5,26.9,174,1.8,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,6,26.9,157,0.6,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,7,27.1,83,1,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,8,27.6,176,2.3,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,9,28.9,119,1.2,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,10,29.5,247,1.8,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,11,30.8,213,1.4,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,12,31.3,171,2.6,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,13,32.6,291,1,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,14,33.1,241,1.5,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,15,32.7,224,1.9,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,16,32.6,253,0.9,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,17,32.4,215,1.2,0,轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,18,31.5,128,1,0,轻雾，雨,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,19,31.3,56,0.7,0,轻雾，雨,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,20,30.4,251,1.3,0.1,轻雾，雨,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,21,29.1,147,0.4,0,雨，轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,22,27.9,79,1.1,0.1,雨，轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,1,23,26.1,103,1.4,0,雨，轻雾,2020/8/1,59,良,41,3,37,25,0.6,68
2020,8,2,0,25.3,98,0.6,0.1,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,1,25.5,127,0.7,0,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,2,24.4,309,1.4,14.5,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,3,24.1,161,0.8,22.4,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,4,24.3,172,1,0,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,5,24.5,0,0,0,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,6,24.3,4,0.5,0.8,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,7,24.6,0,0,0.6,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,8,25,219,1.1,0,雨，轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,9,25.2,228,1.8,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,10,26.4,219,1.3,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,11,29.1,220,1.8,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,12,32.2,319,1,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,13,33.5,210,2.3,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,14,33.5,316,1.1,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,15,33.3,163,2.2,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,16,33.2,167,2.2,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,17,32.7,222,2.5,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,18,32.3,151,2,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,19,31.5,199,2.2,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,20,30.5,180,2.1,0,轻雾,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,21,30.2,238,1,0,晴,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,22,29.7,256,1.4,0,晴,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,2,23,29.3,144,2.1,0,晴,2020/8/2,62,良,10,81,87,77,1.4,46
2020,8,3,0,28.8,148,1.2,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,1,28.6,105,0.9,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,2,28.3,76,0.7,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,3,27.9,109,1,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,4,27.8,181,1.5,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,5,27.5,102,1.1,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,6,27.7,161,1.7,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,7,28.1,143,1.9,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,8,29.5,207,1.4,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,9,30.2,199,1.7,0,雨,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,10,31.7,205,2.5,0,晴,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,11,32.7,235,1.1,0,晴,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,12,34.2,196,1.5,0,晴,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,13,34.4,191,2.1,0,晴,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,14,35.1,216,0.9,0,晴,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,15,34.5,56,0.9,0,晴,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,16,33.5,160,2.4,0,雨,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,17,31.8,187,1.9,0.2,雨，轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,18,31.5,0,0,0.2,雨，轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,19,31.3,60,0.5,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,20,31.1,217,0.8,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,21,31,219,1.5,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,22,30.9,174,0.8,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,3,23,30.2,0,0,0,轻雾,2020/8/3,60,良,102,9,91,112,0.4,38
2020,8,4,0,29.4,336,0.4,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,1,28.6,312,0.4,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,2,28.4,0,0,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,3,28,100,0.7,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,4,28.5,262,0.4,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,5,27.7,296,0.4,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,6,27.4,156,0.6,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,7,28.3,92,0.9,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,8,28.7,180,2,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,9,28.6,105,1.3,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,10,31.1,132,2.1,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,11,32.1,176,2.7,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,12,33.5,90,1.5,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,13,34.8,228,3,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,14,34.4,148,1.6,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,15,33.9,47,0.9,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,16,33.7,120,1,0,轻雾，雨,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,17,33.5,240,1.4,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,18,31.9,218,1.5,0,轻雾，雨,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,19,30.6,279,0.5,0,轻雾，雨,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,20,30.2,0,0,0,轻雾,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,21,30,0,0,0,晴,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,22,30.1,355,0.9,0,晴,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,4,23,29.6,0,0,0,晴,2020/8/4,56,良,50,118,42,8,0.7,41
2020,8,5,0,29.8,309,0.4,0,轻雾，雨,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,1,29.6,0,0,0,晴,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,2,29.2,39,0.7,0,晴,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,3,28.9,0,0,0,轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,4,29,0,0,0,轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,5,28.7,323,0.6,0,轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,6,28.4,111,1,0,轻雾，雨,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,7,26.9,0,0,0.5,轻雾，雨,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,8,26.8,0,0,6.1,轻雾，雨,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,9,26.4,300,0.7,8,雨,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,10,25.8,135,0.8,28.5,雨,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,11,26.2,353,1,3,雨，轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,12,27.7,332,0.8,0,轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,13,28.2,313,1.2,0,雨，轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,14,28.7,327,1,0,轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,15,27.1,321,1.2,1.9,雨，轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,16,26.8,287,1,2.8,雨，轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,17,26.1,339,1.5,0.4,雨，轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,18,26,327,0.8,0,雨，轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,19,25.6,318,0.9,0.9,雨，轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,20,25.3,315,1.3,0,雨，轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,21,25.2,310,0.9,0,轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,22,25.2,337,1.2,0,轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,5,23,25,325,0.8,0,轻雾,2020/8/5,40,优,118,105,45,118,0.6,68
2020,8,6,0,25.1,328,0.4,0,轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,1,24.9,317,0.6,0,轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,2,24.9,290,0.4,0,轻雾，雨,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,3,24.8,2,0.6,0,轻雾，雨,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,4,25,17,0.7,0,轻雾，雨,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,5,25,325,0.7,0,轻雾，雨,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,6,25.1,243,0.7,0.2,轻雾，雨,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,7,24.4,313,0.6,10.7,轻雾，雨,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,8,24.5,204,1.1,6.9,轻雾，雨,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,9,25,330,0.6,0.2,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,10,25.3,0,0,0,轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,11,25.8,0,0,0,轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,12,25.5,0,0,0,轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,13,25.6,0,0,0,轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,14,26,0,0,0.3,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,15,25.7,261,0.4,3,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,16,25.2,131,0.9,8.2,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,17,25.4,129,0.5,3.7,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,18,24.8,332,0.5,4.7,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,19,24.4,0,0,1.8,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,20,24.1,343,0.9,0.1,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,21,24.2,0,0,0.1,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,22,24.3,148,0.7,0.3,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,6,23,24.3,323,0.4,0.4,雨，轻雾,2020/8/6,33,优,89,46,11,96,0.4,54
2020,8,7,0,24.2,329,0.8,0.1,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,1,24.3,0,0,0.3,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,2,24.3,334,0.5,0.4,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,3,24.4,0,0,0.1,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,4,24.5,31,0.7,0,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,5,24.6,0,0,0.3,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,6,24.6,0,0,0.3,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,7,24.7,311,0.5,0.1,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,8,25.2,21,1.4,0,雨，轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,9,25.7,258,1.2,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,10,26.1,109,0.6,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,11,27.1,293,1.1,0,轻雾，雨,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,12,27,332,1.6,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,13,27.4,323,1.2,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,14,27.9,314,1,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,15,27.2,327,1,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,16,25.9,313,1.4,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,17,25.8,357,1.7,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,18,26.2,317,1.4,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,19,26,346,0.9,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,20,25.5,258,0.5,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,21,25.1,316,1.5,0,晴,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,22,24.8,330,1.6,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,7,23,24.6,329,1,0,轻雾,2020/8/7,37,优,94,51,81,89,0.6,86
2020,8,8,0,24.5,123,1.1,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,1,24.4,320,0.5,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,2,24.2,332,1.2,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,3,24.1,345,0.7,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,4,24,336,1.3,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,5,23.8,350,1.4,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,6,23.7,326,1,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,7,24.2,344,1.5,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,8,24.5,316,0.7,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,9,25,338,1.1,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,10,26.2,0,0.6,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,11,26.6,342,0.7,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,12,27.9,2,1.1,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,13,29.2,298,0.8,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,14,28.8,98,0.6,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,15,29.6,311,0.5,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,16,29.4,331,0.9,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,17,29.7,282,0.8,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,18,28.9,323,0.4,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,19,27.9,9,0.6,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,20,27,69,0.4,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,21,27.1,83,0.4,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,22,26.5,0,0,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,8,23,26.1,0,0,0,轻雾,2020/8/8,45,优,60,105,31,1,0.3,14
2020,8,9,0,26.2,0,0,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,1,25.9,0,0,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,2,25.9,0,0,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,3,25.7,0,0,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,4,25.6,0,0,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,5,25.5,323,0.4,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,6,25.3,0,0,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,7,26.1,0,0,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,8,27.6,210,1.1,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,9,28.8,312,0.7,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,10,30.2,251,0.7,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,11,31.1,270,0.9,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,12,31.3,155,0.9,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,13,32.4,284,0.9,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,14,33.8,19,0.5,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,15,32.5,84,1.3,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,16,32.4,65,0.8,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,17,32.2,179,1.9,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,18,31.4,185,1.1,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,19,30.6,264,0.6,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,20,30,198,0.8,0,轻雾，雨,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,21,28.9,194,0.9,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,22,28.4,59,0.6,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,9,23,28,64,0.7,0,轻雾,2020/8/9,107,轻度污染,65,79,47,46,0.1,104
2020,8,10,0,27.7,65,0.7,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,1,28.1,219,1.4,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,2,27.5,89,0.6,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,3,26.9,0,0,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,4,26.7,92,1,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,5,26.7,79,0.6,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,6,26.8,49,0.7,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,7,27,282,0.4,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,8,28.7,124,1,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,9,30,175,0.9,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,10,31,197,1.5,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,11,32.4,214,2.7,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,12,33.5,208,2.8,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,13,34.1,250,2.7,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,14,34.4,192,1.6,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,15,35.2,171,1.3,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,16,33.6,171,1.7,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,17,33.5,179,1.4,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,18,32.9,220,2.2,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,19,32.2,164,1.5,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,20,31.3,86,1.4,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,21,30.7,54,0.6,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,22,30.4,108,1.2,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,10,23,30.1,120,0.7,0,轻雾,2020/8/10,100,良,24,31,80,55,1.4,1
2020,8,11,0,30,214,1,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,1,29.3,189,1,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,2,28.9,198,0.7,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,3,28.6,166,0.8,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,4,28.4,0,0,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,5,28,267,0.6,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,6,27.8,163,0.8,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,7,28.6,167,1.9,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,8,29.7,191,1.6,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,9,30.6,225,1.7,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,10,31.9,210,1.5,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,11,32.8,92,1.8,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,12,32.9,259,1.4,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,13,33.4,203,1.8,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,14,32.6,223,1.5,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,15,33.4,147,1.5,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,16,32.8,68,1,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,17,33.1,193,1.3,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,18,32.7,250,1.1,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,19,31.7,76,1.2,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,20,31.1,57,0.8,0,轻雾，雨,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,21,30.6,100,0.5,0,轻雾，,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,22,30.4,112,0.5,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,11,23,30.1,86,0.4,0,轻雾,2020/8/11,97,良,44,39,81,89,0.4,44
2020,8,12,0,29.8,146,0.5,0,轻雾,2020/8/12,68,良,40,93,67,76,1.8,1
2020,8,12,1,29.4,117,1,0,轻雾,2020/8/12,68,良,40,93,67,76,1.8,1
2020,8,12,2,29.1,146,0.7,0,轻雾,2020/8/12,68,良,40,93,67,76,1.8,1
2020,8,12,3,28.9,96,0.7,0,轻雾,2020/8/12,68,良,40,93,67,76,1.8,1
2020,8,12,4,28.8,86,1.2,0,轻雾,2020/8/12,68,良,40,93,67,76,1.8,1
2020,8,12,5,28.7,83,0.9,0,轻雾，雨,2020/8/12,68,良,40,93,67,76,1.8,1
